source_id,path,kind,authority,status,version,owner,feature_ids,tags,updated_at,expires_at,access_scope,conflict_group,resolution_state
ZC_ACCOUNT_DESIGN_DOCX,docs/PLAYER_ACCOUNT_AND_SERVER_PROFILE_DESIGN_v1.5.docx,design,approved,active,2026-08-13,design_owner,GLOBAL;F-ZC-AUTH-001,account;password;login;server-authoritative;profile;credential-view;credential-copy;clipboard;cross-installation,2026-08-13,,project,,
ZC_ACCOUNT_SWITCHING_DOCX,docs/ACCOUNT_SWITCHING_DESIGN.docx,design,approved,active,2026-07-18,design_owner,GLOBAL;F-ZC-AUTH-001,account;switching;login;create-profile,2026-07-18,,project,,
ZC_PLAYER_ACCOUNT_STORE,scripts/server/player_account_store.gd,code,supporting,active,current,engineering_owner,GLOBAL;F-ZC-AUTH-001,account;password;hash;session;persistence;username;avatar;identity-revision,2026-08-23,,project,,
ZC_ONLINE_ROOM_GD,scripts/network/online_room.gd,code,supporting,active,current,engineering_owner,GLOBAL;F-ZC-AUTH-001;F-ZC-001,account;login;rpc;session;network;username;avatar;room-display-name,2026-08-23,,project,,
ZC_INTERNET_ROOM_NETWORKING,docs/INTERNET_ROOM_NETWORKING.md,design,approved,active,v1.7,engineering_owner,GLOBAL;F-ZC-AUTH-001;F-ZC-001;ONLINE-ROOM-UI,online-room;ready;start;account-display-name;ui,2026-08-20,,project,,
ZC_SERVER_MAIN,scripts/server/server_main.gd,code,supporting,active,current,engineering_owner,F-ZC-AUTH-001;F-ZC-ADMIN-001,dedicated-server;startup;shutdown;readiness,2026-08-14,,project,,
ZC_DEDICATED_SHUTDOWN_CONTROL,scripts/server/dedicated_shutdown_control.gd,code,supporting,active,current,engineering_owner,F-ZC-AUTH-001;F-ZC-ADMIN-001,shutdown;systemd;lifecycle-lock;fail-closed,2026-08-14,,project,,
ZC_DEDICATED_SHUTDOWN_QA,tests/test_dedicated_shutdown_control.gd,qa,supporting,active,current,qa_owner,F-ZC-AUTH-001;F-ZC-ADMIN-001,shutdown;token;restart;lifecycle-lock,2026-08-14,,project,,
ZC_SERVER_STOP_HELPER,deploy/linux/junglelaw-server-stop.sh,deployment,supporting,active,current,engineering_owner,F-ZC-AUTH-001;F-ZC-ADMIN-001,systemd;execstop;shutdown;result-validation;fail-closed,2026-08-14,,project,,
ZC_SERVER_INSTALLER,deploy/linux/install_junglelaw_server.sh,deployment,supporting,active,current,engineering_owner,F-ZC-AUTH-001;F-ZC-ADMIN-001,linux;systemd;installer;python-runtime,2026-08-14,,project,,
ZC_SERVER_DEPLOY_QA,deploy/linux/test_junglelaw_server_deploy.sh,qa,supporting,active,current,qa_owner,F-ZC-AUTH-001;F-ZC-ADMIN-001,linux;systemd;execstop;fault-matrix;static-validation,2026-08-14,,project,,
ZC_ADMIN_DEPLOYMENT_MANUAL,deploy/linux/ADMIN_DASHBOARD_DEPLOYMENT.md,deployment,approved,active,v1.3.1,engineering_owner,F-ZC-ADMIN-001,aliyun;admin-dashboard;systemd239;ip-tls;backup;rollback;staging;bounded-recovery;node-only,2026-08-23,,project,,
ZC_ADMIN_TRANSACTION_INSTALLER,deploy/linux/install_junglelaw_admin_dashboard.sh,deployment,supporting,active,v1.3.0,engineering_owner,F-ZC-ADMIN-001,transaction;backup;rollback;manifest;hash-binding;staging;bounded-health-wait,2026-08-23,,project,,
ZC_ADMIN_DEPLOY_QA,deploy/linux/test_junglelaw_admin_dashboard_deploy.sh,qa,supporting,active,v1.3.0,qa_owner,F-ZC-ADMIN-001,archive-validation;backup-model;rollback-model;fault-tests;recovery-wait,2026-08-23,,project,,
ZC_ADMIN_DASHBOARD_DESIGN_DOCX,docs/ADMIN_ANALYTICS_DASHBOARD_DESIGN.docx,design,approved,active,v1.3.1,design_owner,F-ZC-ADMIN-001,admin-dashboard;accounts;player-name;full-user-id;visible-primary-action;multi-select;resource-grants,2026-08-23,,project,,
ZC_ADMIN_ALIYUN_PUBLIC_CLOSE,docs/receipts/F-ZC-ADMIN-001-ALIYUN-PUBLIC-CLOSE-008.md,qa,canonical,active,v1.1.3-aliyun-public-rc11,producer,F-ZC-ADMIN-001,aliyun;public-https;owner-login;restart;backup;closure,2026-08-22,,project,,
ZC_ADMIN_V12_READONLY,docs/receipts/F-ZC-ADMIN-001-V1.2-READ-ONLY-009.md,pm,canonical,active,v1.2.0,producer,F-ZC-ADMIN-001,admin-dashboard;battle-type;accounts;saved-decks;resource-grants;staging,2026-08-22,,project,,
ZC_ADMIN_V12_WAITING_AUTH,docs/receipts/F-ZC-ADMIN-001-V1.2-WAITING-USER-AUTH-010.md,pm,canonical,active,v1.2.0,producer,F-ZC-ADMIN-001,admin-dashboard;waiting-user-auth;write-lock-release;staging-not-deployed,2026-08-22,,project,,
ZC_ADMIN_V12_CLOSE,docs/receipts/F-ZC-ADMIN-001-V1.2-CLOSE-011.md,qa,canonical,active,v1.2.0-aliyun-staging-rc2,producer,F-ZC-ADMIN-001,aliyun;public-https;all-battles;battle-type;accounts;deck-list;resource-grants;restart;backup;closure,2026-08-22,,project,,
ZC_BATTLE_ANALYTICS_CONTRACT,scripts/shared/battle_analytics_contract.gd,code,supporting,active,v1.2.0,engineering_owner,F-ZC-ADMIN-001,battle-analytics;battle-type;authority;terminal-report,2026-08-22,,project,,
ZC_MATCH_ANALYTICS_STORE,scripts/server/match_analytics_store.gd,code,supporting,active,v1.2.0,engineering_owner,F-ZC-ADMIN-001,analytics;average-placement;battle-type;balance,2026-08-22,,project,,
ZC_ADMIN_DASHBOARD_UI,tools/admin_dashboard/public/app.js,code,supporting,active,v1.3.1,engineering_owner,F-ZC-ADMIN-001,roles;player-name;player-table;full-user-id;visible-primary-action;search;checkbox;multi-select;single-batch-submit;status-dedupe,2026-08-23,,project,,
ZC_ADMIN_V12_GODOT_QA,tests/test_all_battle_analytics.gd,qa,supporting,active,v1.2.0,qa_owner,F-ZC-ADMIN-001,all-battles;battle-type;terminal-report;regression,2026-08-22,,project,,
ZC_ADMIN_V13_READONLY,docs/receipts/F-ZC-ADMIN-001-V1.3-READ-ONLY-012.md,pm,canonical,active,v1.3.0,producer,F-ZC-ADMIN-001,admin-dashboard;player-table;full-user-id;multi-select;resource-grants;staging,2026-08-23,,project,,
ZC_ADMIN_V13_CLOSE,docs/receipts/F-ZC-ADMIN-001-V1.3-CLOSE-013.md,qa,canonical,active,v1.3.0-aliyun-staging-rc2,producer,F-ZC-ADMIN-001,aliyun;public-https;player-data;multi-select;atomic-resource-grant;backup;rollback;closure,2026-08-23,,project,,
ZC_ADMIN_V13_GODOT_QA,tests/test_admin_backend_features.gd,qa,supporting,active,v1.3.0,qa_owner,F-ZC-ADMIN-001,selected-targets;atomic-transaction;rollback;persistence;idempotency,2026-08-23,,project,,
ZC_ADMIN_V131_READONLY,docs/receipts/F-ZC-ADMIN-001-V1.3.1-READ-ONLY-014.md,pm,canonical,active,v1.3.1,producer,F-ZC-ADMIN-001,admin-dashboard;player-name;visible-grant-button;diagnosis;node-only;staging;no-real-grant,2026-08-23,,project,,
ZC_ADMIN_V131_CLOSE,docs/receipts/F-ZC-ADMIN-001-V1.3.1-CLOSE-015.md,qa,canonical,active,v1.3.1-aliyun-staging-rc1,producer,F-ZC-ADMIN-001,aliyun;public-https;player-name;stable-temporary-name;full-user-id;visible-grant-button;multi-select;backup;rollback;closure,2026-08-23,,project,,
ZC_ACCOUNT_STORE_QA,tests/test_player_account_store.gd,qa,supporting,active,current,qa_owner,F-ZC-AUTH-001,account;password;registration;login;session,2026-08-12,,project,,
ZC_ACCOUNT_LOGIN_UI_QA,tests/test_account_manual_login_entry.gd,qa,supporting,active,current,qa_owner,F-ZC-AUTH-001,account;password;login;ui;manual-entry,2026-08-12,,project,,
ZC_SAVED_LOGIN_QA,tests/test_saved_account_auto_login.gd,qa,supporting,active,current,qa_owner,F-ZC-AUTH-001,account;login;saved-account;auto-login,2026-08-12,,project,,
ZC_REMOTE_AUTH_QA,tests/test_remote_account_auth_failure_delivery.gd,qa,supporting,active,current,qa_owner,F-ZC-AUTH-001,account;login;auth-failure;network,2026-08-12,,project,,
ZC_RELEASE_PACKAGING,docs/RELEASE_PACKAGING.md,deployment,approved,active,current,engineering_owner,GLOBAL;F-ZC-RELEASE-001,android;export;package;validation;signing,2026-08-12,,project,,
ZC_PACKAGE_RELEASE_TOOL,tools/package_release.ps1,code,supporting,active,current,engineering_owner,GLOBAL;F-ZC-RELEASE-001,android;export;package;validation;artifact,2026-08-12,,project,,
ZC_EXPORT_PRESETS,export_presets.cfg,deployment,supporting,active,current,engineering_owner,GLOBAL;F-ZC-RELEASE-001,android;export;preset;signing,2026-08-12,,project,,
ZC_PROJECT_SETTINGS,project.godot,code,supporting,active,current-720p-portrait,engineering_owner,GLOBAL;F-ZC-001;F-ZC-RELEASE-001;TECH-RESOLUTION-STANDARD,camera;viewport;orientation;resolution;portrait;landscape;network;android,2026-08-25,,project,,
ZC_CLASSIC_BATTLE_QA,tests/test_classic_battle_regression.gd,qa,supporting,active,current,qa_owner,F-ZC-001,single-player;classic;map;board;regression,2026-08-12,,project,,
ZC_RANK_AI_QA,tests/test_rank_ai_decks.gd,qa,supporting,active,current,qa_owner,F-ZC-001,ranked;ai;map;board;regression,2026-08-12,,project,,
ZC_FLOW_XLSX,docs/features/F-ZC-001/input/占城流程图.xlsx,design,supporting,draft,source-2026-07-27,producer,F-ZC-001,占城大师;流程图;图形型原始输入;使用解析侧车,2026-07-27,,project,,
ZC_CURRENT_DESIGN,docs/CURRENT_GAME_DESIGN.md,design,approved,active,2026-08-25-resolution-standard,design_owner,GLOBAL;F-ZC-001;TECH-RESOLUTION-STANDARD,当前玩法;单人对战;多人对战;地块;建筑;召唤;结算;卡牌信息;技能语音;分辨率;竖屏;横屏,2026-08-25,,project,,
ZC_GAME_AUDIO_DESIGN,docs/GAME_AUDIO_DESIGN.md,design,approved,active,2026-08-08,design_owner,GLOBAL;F-ZC-001,音频;技能语音;语音优先级;总线;播放规则;质量门禁,2026-08-08,,project,,
ZC_MAIN_GD,scripts/app/main.gd,code,supporting,active,2026-08-08,engineering_owner,GLOBAL;F-ZC-001,Godot;战斗;地块;建筑;卡牌信息;图标;三秒预览;多人,2026-08-08,,project,,
ZC_GAME_AUDIO_GD,scripts/app/systems/game_audio.gd,code,supporting,active,2026-08-08,engineering_owner,GLOBAL;F-ZC-001,Godot;音频;技能语音;播放中断;Voice总线;音量,2026-08-08,,project,,
ZC_BOARD_RULES_GD,scripts/app/systems/board_rules.gd,code,supporting,active,git-f0841d61,engineering_owner,F-ZC-001,地块生成;兵营;建筑;地图规则,2026-07-27,,project,,
ZC_MULTIPLAYER_RULES_GD,scripts/app/systems/multiplayer_rules.gd,code,supporting,active,git-f0841d61,engineering_owner,F-ZC-001,多人;队伍;联盟;结算;奖励,2026-07-27,,project,,
ZC_CARDS_CSV,config/tables/cards.csv,config,approved,active,current,design_owner,F-ZC-001,士兵;建筑;属性;召唤间隔;技能,2026-07-27,,project,,
ZC_CARD_SKILL_VOICES_CSV,config/tables/card_skill_voices.csv,config,approved,active,2026-08-08,design_owner,F-ZC-001,动物;技能语音;角色声线;制作状态;资源路径,2026-08-08,,project,,
ZC_CONFIG_SCHEMA,config/schema/config_schema.json,config,canonical,active,2026-08-08,engineering_owner,GLOBAL;F-ZC-001,配置schema;技能语音;字段校验,2026-08-08,,project,,
ZC_VOICE_BUILD_TOOL,tools/build_card_skill_voices.ps1,code,supporting,active,2026-08-08,engineering_owner,F-ZC-001,离线语音;构建;文本哈希;制作清单,2026-08-08,,project,,
ZC_VOICE_MANIFEST,assets/audio/voices/skills/zh_cn/manifest.json,qa,supporting,active,2026-08-08,engineering_owner,F-ZC-001,技能语音;资产哈希;代表切片;制作状态,2026-08-08,,project,,
ZC_BATTLE_CARD_QA,tests/test_battle_unit_inspection.gd,qa,supporting,active,2026-08-08,qa_owner,F-ZC-001,战斗点击;动物卡牌;三秒预览;失效;远程标签,2026-08-08,,project,,
ZC_AUDIO_QA,tests/test_audio_system.gd,qa,supporting,active,2026-08-08,qa_owner,F-ZC-001,Voice总线;语音中断;静默降级;代表资源,2026-08-08,,project,,
ZC_BATTLE_CARD_VOICE_RECEIPT,docs/receipts/F-ZC-001-BATTLE-CARD-VOICE-READ-ONLY-001.md,qa,approved,active,2026-08-08,producer,F-ZC-001,只读回执;写入范围;验收边界;语音门禁,2026-08-08,,project,,
ZC_BATTLE_CARD_CAPTURE_QA,tests/capture_battle_card_ui.gd,qa,supporting,active,2026-08-08,qa_owner,F-ZC-001,玩家可见截图;营地卡;动物卡;编组详情;图标,2026-08-08,,project,,
ZC_BATTLE_CARD_VOICE_REVIEW,docs/receipts/F-ZC-001-BATTLE-CARD-VOICE-REVIEW-002.md,qa,approved,active,2026-08-08,producer,F-ZC-001,评审回执;自动化验证;截图哈希;语音状态;未关闭门禁,2026-08-08,,project,,
ZC_BOARD_CELL_TYPES_CSV,config/tables/board_cell_types.csv,config,approved,active,current,design_owner,F-ZC-001,地块类型;出现概率;兵营;防御塔;金矿,2026-07-27,,project,,
ZC_BOARD_RULES_CSV,config/tables/board_rules.csv,config,approved,active,current,design_owner,F-ZC-001,地图;地块;镜像;随机,2026-07-27,,project,,
ZC_CELL_PRICE_POOLS_CSV,config/tables/cell_price_pools.csv,config,approved,active,current,design_owner,F-ZC-001,解锁价格;兵营;防御塔;品质池,2026-07-27,,project,,
ZC_CARD_RANDOM_POOLS_CSV,config/tables/card_random_pools.csv,config,approved,active,current,design_owner,F-ZC-001,卡池;兵种;建筑;品质;权重,2026-07-27,,project,,
ZC_ECONOMY_CSV,config/tables/economy.csv,config,approved,active,current,design_owner,F-ZC-001,金币;资源;经济;奖励,2026-07-27,,project,,
ZC_GLOBAL_CSV,config/tables/global.csv,config,approved,active,current,design_owner,F-ZC-001,全局参数;战斗;奖励;限制,2026-07-27,,project,,
ZC_FLOW_SIDECAR,docs/features/F-ZC-001/input/占城流程图-解析侧车.md,design,supporting,active,v0.1,producer,F-ZC-001,占城大师;流程图;玩家流程;家园;训练;英雄;掠夺;多人;GVG,2026-07-27,,project,,
CONFIG_TABLE_CONVENTION,docs/CONFIG_TABLE_CONVENTION_V1.md,config,canonical,active,CONFIG-CSV-METADATA.1,producer,GLOBAL-CONFIG,CSV;三行表头;中文字段名;用法说明;运行时隔离,2026-07-28,,project,,
CONFIG_CSV_METADATA_READONLY,docs/receipts/CONFIG-CSV-METADATA-READ-ONLY-001.md,qa,approved,active,CONFIG-CSV-METADATA.1,producer,GLOBAL-CONFIG,只读回执;RAG;写锁;基线,2026-07-28,,project,,
CONFIG_CSV_TOOL,tools/config_csv.py,code,approved,active,CONFIG-CSV-METADATA.1+VOICE.1,engineering_owner,GLOBAL-CONFIG;F-ZC-001,CSV;三行表头;读取;写入;迁移;校验;技能语音字段,2026-08-08,,project,,
CONFIG_CSV_BASELINE,output/config/CSV-METADATA-V1/pre-migration-baseline.json,qa,approved,active,CONFIG-CSV-METADATA.1,engineering_owner,GLOBAL-CONFIG,迁移基线;数据等价;SHA256,2026-07-28,,project,,
CONFIG_CSV_CLOSE,docs/receipts/CONFIG-CSV-METADATA-CLOSE-002.md,qa,canonical,active,CONFIG-CSV-METADATA.1,producer,GLOBAL-CONFIG,关闭回执;配置校验;运行时等价;Godot回归,2026-07-28,,project,,
ZC_RENDERING_PERFORMANCE_DESIGN,docs/RENDERING_CLARITY_AND_BATTLE_PERFORMANCE_DESIGN_v1.0.docx,design,approved,active,2026-08-14-v1.0,design_owner,F-ZC-001,rendering;resolution;text;UI;battle;performance,2026-08-14,,project,,
ZC_AUTO_ACCOUNT_250_HEALTH_DESIGN,docs/AUTO_ACCOUNT_250_TILE_AND_UPGRADE_RULE_DESIGN_v1.0.docx,design,approved,active,2026-08-14-v1.0,design_owner,GLOBAL;F-ZC-AUTH-001;F-ZC-001,account;credential;copy;250;map;health;upgrade,2026-08-14,,project,,
ZC_FOX_SEQUENCE_FALLBACK_DESIGN,docs/FOX_SEQUENCE_ANIMATION_AND_GENERIC_FALLBACK_DESIGN_v1.0.docx,design,approved,active,2026-08-21-v1.0,design_owner,F-ZC-ANIMAL-ANIMATION-001,fox;sequence frames;animation;generic fallback;Godot,2026-08-21,,project,,
ZC_BATTLE_INFO_TARGET_LOCK_READONLY,docs/receipts/REQ-20260822-BATTLE-INFO-TARGET-LOCK-READ-ONLY-001.md,qa,approved,active,v1.1.0,producer,F-ZC-001,战斗信息;名字去重;品质隐藏;持续锁敌;防御塔;只读回执,2026-08-22,,project,,
ZC_RENDERING_PERFORMANCE_DESIGN_V11,docs/RENDERING_CLARITY_AND_BATTLE_PERFORMANCE_DESIGN_v1.1.docx,design,approved,active,2026-08-22-v1.1,design_owner,F-ZC-001,rendering;战斗信息;名字去重;品质隐藏;持续锁敌;防御塔;performance,2026-08-22,,project,,
ZC_BATTLE_INFO_TARGET_LOCK_CLOSE,docs/receipts/REQ-20260822-BATTLE-INFO-TARGET-LOCK-CLOSE-002.md,qa,canonical,active,v1.1.0,producer,F-ZC-001,关闭回执;战斗信息;名字去重;持续锁敌;性能;运行截图,2026-08-22,,project,,
ZC_RUNTIME_GM_PANEL_DESIGN,docs/RUNTIME_GM_PANEL_DESIGN_v1.1.docx,design,approved,active,v1.1.0,design_owner,F-ZC-GM-001,运行时GM;F2;资源修改;调试构建;安全门禁;响应式;滚动,2026-08-25,,project,,
ZC_RUNTIME_GM_PANEL_READONLY,docs/receipts/REQ-20260823-RUNTIME-GM-PANEL-READ-ONLY-001.md,qa,approved,active,v1.0.0,producer,F-ZC-GM-001,只读回执;RAG;写锁;基线;GM面板,2026-08-23,,project,,
ZC_RUNTIME_GM_PANEL_CLOSE,docs/receipts/REQ-20260823-RUNTIME-GM-PANEL-CLOSE-002.md,qa,canonical,active,v1.0.0,producer,F-ZC-GM-001,关闭回执;F2;资源规则;输入;安全;运行截图,2026-08-23,,project,,
ZC_ACCOUNT_IDENTITY_AVATAR_V2_DOCX,docs/PLAYER_ACCOUNT_IDENTITY_AVATAR_DESIGN_v2.1.docx,design,approved,active,v2.1.0,design_owner,F-ZC-AUTH-001,账号ID;UserID;用户名;全动物头像;品质;锁定;获得提示;头像弹窗;注册;登录;单一凭据复制;并发revision,2026-08-25,,project,,
ZC_ACCOUNT_IDENTITY_RULES,scripts/shared/account_identity_rules.gd,code,canonical,active,v2.1.0,engineering_owner,F-ZC-AUTH-001,username;avatar-id;60-animal-catalog;rarity;owned-lock;unlock-hint;validation;default-identity,2026-08-25,,project,,
ZC_ACCOUNT_IDENTITY_V2_QA,tests/test_account_identity_v2.gd,qa,supporting,active,v2.1.0,qa_owner,F-ZC-AUTH-001,username;avatar;60-animal-catalog;owned-lock;server-authority;duplicate-name;login-separation;revision-conflict;migration,2026-08-25,,project,,
ZC_ACCOUNT_AVATAR_PICKER_UI,scripts/app/ui/account_avatar_picker.gd,code,canonical,active,v2.1.0,engineering_owner,F-ZC-AUTH-001,avatar-picker;all-animals;rarity;locked;unlock-hint;touch-scroll;responsive,2026-08-25,,project,,
ZC_ACCOUNT_AVATAR_PICKER_QA,tests/test_account_avatar_picker.gd,qa,supporting,active,v2.1.0,qa_owner,F-ZC-AUTH-001,avatar-picker;60-tiles;locked-click;unlock-hint;720x1280;540x960;1280x720,2026-08-25,,project,,
ZC_RUNTIME_GM_PANEL_UI,scripts/app/ui/runtime_gm_panel.gd,code,canonical,active,v1.1.0,engineering_owner,F-ZC-GM-001,F2;GM;responsive;fixed-header;scroll;720x1280;540x960;1280x720,2026-08-25,,project,,
ZC_RUNTIME_GM_PANEL_QA,tests/test_runtime_gm_panel.gd,qa,supporting,active,v1.1.0,qa_owner,F-ZC-GM-001,F2;GM;input-isolation;resource-rules;viewport-bounds;scroll,2026-08-25,,project,,
ZC_ACCOUNT_AVATAR_GM_UX_READONLY,docs/receipts/REQ-20260825-ACCOUNT-AVATAR-GM-UX-READ-ONLY-001.md,qa,approved,active,v2.1.0,producer,F-ZC-ACCOUNT-GM-UX-003,只读回执;RAG;写锁;账号头像;GM响应式;基线,2026-08-25,,project,,
ZC_ACCOUNT_AVATAR_GM_UX_CLOSE,docs/receipts/REQ-20260825-ACCOUNT-AVATAR-GM-UX-CLOSE-002.md,qa,canonical,active,v2.1.0,producer,F-ZC-ACCOUNT-GM-UX-003,关闭回执;60动物头像;品质;锁定;单一复制;GM滚动;GPU截图;回归,2026-08-25,,project,,
ZC_ACCOUNT_IDENTITY_V2_READONLY,docs/receipts/REQ-20260823-ACCOUNT-IDENTITY-AVATAR-V2-READ-ONLY-001.md,qa,approved,active,v2.0.0,producer,F-ZC-AUTH-001,只读回执;RAG;写锁;账号;用户名;头像;安全门禁,2026-08-23,,project,,
ZC_ACCOUNT_IDENTITY_V2_CLOSE,docs/receipts/REQ-20260823-ACCOUNT-IDENTITY-AVATAR-V2-CLOSE-002.md,qa,canonical,active,v2.0.0,producer,F-ZC-AUTH-001,关闭回执;用户名;动物头像;凭据复制;迁移;运行截图;生产门禁,2026-08-23,,project,,
ZC_BATTLE_INCOME_RETALIATION_BONUS_MINE_READONLY,docs/receipts/REQ-20260825-BATTLE-INCOME-RETALIATION-BONUS-MINE-READ-ONLY-001.md,qa,approved,active,v1.0.0,producer,F-ZC-BATTLE-ECONOMY-AI-MAP-004,只读回执;金币进度;金币动效;受击反击;中心金矿;基线,2026-08-25,,project,,
ZC_BATTLE_INCOME_RETALIATION_BONUS_MINE_CLOSE,docs/receipts/REQ-20260825-BATTLE-INCOME-RETALIATION-BONUS-MINE-CLOSE-002.md,qa,canonical,active,v1.0.0,producer,F-ZC-BATTLE-ECONOMY-AI-MAP-004,关闭回执;基地金矿进度;金币动效;受击反击;中心金矿;GPU截图;性能回归,2026-08-25,,project,,
ZC_DEFENSE_TOWER_SYSTEM_DESIGN,docs/DEFENSE_TOWER_SYSTEM_DESIGN_v1.0.docx,design,approved,superseded,v1.0.0,design_owner,F-ZC-DEFENSE-TOWER-005,防御塔;最终属性;技能机制;完整描述;建筑化动物包装;NOT_RUNTIME,2026-08-26,,project,defense_tower_design,resolved
ZC_DEFENSE_TOWER_RULES,scripts/app/systems/defense_tower_rules.gd,code,canonical,active,v1.0.0,engineering_owner,F-ZC-DEFENSE-TOWER-005,防御塔;远程优先;掠夺;双射;悬赏;领地;全体脉冲,2026-08-26,,project,,
ZC_DEFENSE_TOWER_QA,tests/test_defense_tower_skills.gd,qa,supporting,active,v1.0.0,qa_owner,F-ZC-DEFENSE-TOWER-005,最终属性;技能机制;金币守恒;全体脉冲;72单位;完整描述,2026-08-26,,project,,
ZC_DEFENSE_TOWER_READONLY,docs/receipts/REQ-20260826-DEFENSE-TOWER-REDESIGN-READ-ONLY-001.md,qa,approved,active,v1.0.0,producer,F-ZC-DEFENSE-TOWER-005,只读回执;RAG;写锁;防御塔;基线,2026-08-26,,project,,
ZC_DEFENSE_TOWER_MILESTONE,docs/receipts/REQ-20260826-DEFENSE-TOWER-REDESIGN-MILESTONE-002.md,qa,canonical,active,v1.0.0,producer,F-ZC-DEFENSE-TOWER-005,里程碑;配置;机制;UI;GPU截图;性能;美术待审批,2026-08-26,,project,,
ZC_DEFENSE_TOWER_ART_DIRECTION,output/visual_concepts/defense_towers_v2/defense_towers_board_manifest.json,art,approved,active,v2.2.0,art_owner,F-ZC-DEFENSE-TOWER-005,方案A;动物同风格;大色块;粗轮廓;低细节;建筑主体;NOT_RUNTIME,2026-08-27,,project,,
ZC_DEFENSE_TOWER_SYSTEM_DESIGN_V12,docs/DEFENSE_TOWER_SYSTEM_DESIGN_v1.2.docx,design,approved,superseded,v1.2.0,design_owner,F-ZC-DEFENSE-TOWER-005,防御塔;最终属性;技能机制;方案A;动物同风格;大色块;低细节;运行时绑定,2026-08-27,,project,defense_tower_design,resolved
ZC_DEFENSE_TOWER_DIRECTION_A_DECISION,docs/receipts/REQ-20260826-DEFENSE-TOWER-REDESIGN-DECISION-004.md,qa,canonical,active,v1.2.0,producer,F-ZC-DEFENSE-TOWER-005,制作人决策;方案A;方案B取代;动物同风格;大色块;低细节;实装,2026-08-27,,project,,
ZC_DEFENSE_TOWER_RUNTIME_ART_MANIFEST,assets/art/buildings/defense_towers/manifest.json,art,canonical,active,v1.2.0,art_owner,F-ZC-DEFENSE-TOWER-005,方案A;十塔;480x480;RGBA;透明;基线;哈希;运行时,2026-08-27,,project,,
ZC_DEFENSE_TOWER_ART_INTEGRATION_QA,tests/test_defense_tower_art_integration.gd,qa,supporting,active,v1.2.0,qa_owner,F-ZC-DEFENSE-TOWER-005,十塔;唯一路径;Texture2D;Alpha;site_card;缺图回退,2026-08-27,,project,,
ZC_DEFENSE_TOWER_RUNTIME_SLICE,docs/receipts/REQ-20260826-DEFENSE-TOWER-REDESIGN-RUNTIME-SLICE-005.md,qa,approved,active,v1.2.0,producer,F-ZC-DEFENSE-TOWER-005,方案A;代表切片;十塔目录;GPU;720x1280;血条;缓存,2026-08-27,,project,,
ZC_DEFENSE_TOWER_CLOSE_V12,docs/receipts/REQ-20260826-DEFENSE-TOWER-REDESIGN-CLOSE-006.md,qa,canonical,active,v1.2.0,producer,F-ZC-DEFENSE-TOWER-005,关闭回执;方案A;十塔;卡牌;战场;GPU;性能;回归,2026-08-27,,project,,
ZC_DEFENSE_TOWER_SYSTEM_DESIGN_V13,docs/DEFENSE_TOWER_SYSTEM_DESIGN_v1.3.docx,design,approved,active,v1.3.0,design_owner,F-ZC-DEFENSE-TOWER-005,防御塔;全等级最终属性;技能原文;隐藏距离;隐藏攻击间隔;页面合同,2026-08-27,,project,defense_tower_design,resolved
ZC_DEFENSE_TOWER_STATS_UI_V13_DECISION,docs/receipts/REQ-20260827-DEFENSE-TOWER-STATS-UI-V13-DECISION-001.md,qa,canonical,active,v1.3.0,producer,F-ZC-DEFENSE-TOWER-005,制作人决策;严格表值;全等级固定;隐藏距离;隐藏攻击间隔;空技能,2026-08-27,,project,,
